Anchor;A;B;Annotator00;Annotator04;Annotator02;Annotator05;Annotator06;Annotator08;Annotator07;Annotator10;Annotator01;Annotator09;Annotator03
Programming Languages;Machine Learning;Sound;['0'];;;['0'];['0'];;['0'];;['A'];;
Programming Languages;Mathematical Software;Computational Complexity;['B'];['B'];['0'];;;;;;['B'];;['0']
Programming Languages;Mathematical Software;Networking and Internet Architecture;['0'];;;['0'];['0'];;['0'];;['A'];;
Programming Languages;Multiagent Systems;Mathematical Software;['0'];['B'];['0'];;;;;;['B'];;['0']
Programming Languages;Multiagent Systems;Multimedia;['A'];;;['0'];['0'];;['0'];;['0'];;
Programming Languages;Multimedia;Computer Vision and Pattern Recognition;['B'];;;['0'];['0'];;['0'];;['B'];;
Programming Languages;Operating Systems;Computational Complexity;['A'];;;;;['A'];;['0'];['B'];['0'];
Programming Languages;Operating Systems;Information Theory;['A'];;;;;['A'];;['0'];['A'];['0'];
Programming Languages;Operating Systems;Networking and Internet Architecture;['A'];;;['A'];['0'];;['0'];;['A'];;
Programming Languages;Robotics;Computational Complexity;['B'];;;['B'];['0'];;['0'];;['B'];;
Programming Languages;Robotics;Computational Geometry;['0'];;;;;['0'];;['0'];['B'];['0'];
Programming Languages;Robotics;Computer Science and Game Theory;['0'];;;;;['0'];;['0'];['0'];['0'];
Programming Languages;Robotics;Logic in Computer Science;['B'];;;;;['B'];;['B'];['B'];['0'];
Programming Languages;Robotics;Multimedia;['A'];['A'];['0'];;;;;;['B'];;['0']
Programming Languages;Robotics;Networking and Internet Architecture;['0'];;;;;['0'];;['0'];['0'];['0'];
Programming Languages;Software Engineering;Computational Complexity;['A'];['A'];['0'];;;;;;['B'];;['0']
Programming Languages;Software Engineering;Logic in Computer Science;['A'];;;['A'];['0'];;['0'];;['0'];;
Programming Languages;Sound;Graphics;['0'];;;['0'];['0'];;['0'];;['0'];;
Programming Languages;Sound;Software Engineering;['B'];;;;;['B'];;['0'];['0'];['B'];
Programming Languages;Systems and Control;Artificial Intelligence;['A'];;;;;['0'];;['B'];['0'];['0'];
Robotics;Artificial Intelligence;Symbolic Computation;['A'];;;;;['A'];;['A'];['A'];['A'];
Robotics;Computation and Language;Computational Geometry;['B'];;;;;['B'];;['A'];['A'];['0'];
Robotics;Computation and Language;Cryptography and Security;['0'];;;;;['A'];;['A'];['A'];['A'];
Robotics;Computation and Language;Formal Languages and Automata Theory;['B'];['B'];['B'];;;;;;['B'];;['0']
Robotics;Computation and Language;Graphics;['A'];['A'];['A'];;;;;;['A'];;['0']
Robotics;Computation and Language;Multimedia;['0'];;;['0'];['0'];;['0'];;['B'];;
Robotics;Computational Complexity;Information Retrieval;['A'];['A'];['A'];;;;;;['0'];;['0']
Robotics;Computational Geometry;Artificial Intelligence;['A'];;;;;['A'];;['B'];['B'];['B'];
Robotics;Computational Geometry;Logic in Computer Science;['B'];;;['A'];['0'];;['0'];;['B'];;
Robotics;Computational Geometry;Numerical Analysis;['B'];['A'];['A'];;;;;;['A'];;['0']
Robotics;Computer Science and Game Theory;Symbolic Computation;['B'];;;;;['A'];;['A'];['A'];['0'];
Robotics;Computer Vision and Pattern Recognition;Artificial Intelligence;['B'];;;['B'];['B'];;['B'];;['A'];;
Robotics;Computer Vision and Pattern Recognition;Information Retrieval;['A'];;;;;['A'];;['A'];['A'];['0'];
Robotics;Computer Vision and Pattern Recognition;Numerical Analysis;['B'];['A'];['A'];;;;;;['A'];;['0']
Robotics;Computer Vision and Pattern Recognition;Symbolic Computation;['A'];['A'];['A'];;;;;;['A'];;['0']
Robotics;Cryptography and Security;Numerical Analysis;['B'];;;;;['0'];;['0'];['A'];['0'];
Robotics;Databases;Graphics;['0'];;;['0'];['0'];;['0'];;['B'];;
Robotics;Databases;Human-Computer Interaction;['B'];;;;;['B'];;['B'];['B'];['B'];
Robotics;Databases;Information Retrieval;['0'];['0'];['B'];;;;;;['0'];;['0']
Robotics;Databases;Multiagent Systems;['B'];;;['B'];['B'];;['0'];;['B'];;
Robotics;Databases;Symbolic Computation;['0'];['0'];['B'];;;;;;['0'];;['0']
Robotics;Digital Libraries;Computational Complexity;['0'];['B'];['B'];;;;;;['B'];;['0']
Robotics;Digital Libraries;Computational Geometry;['B'];;;['0'];['0'];;['0'];;['0'];;
Robotics;Digital Libraries;Distributed, Parallel, and Cluster Computing;['0'];;;['0'];['0'];;['0'];;['B'];;
Robotics;Digital Libraries;Formal Languages and Automata Theory;['B'];;;;;['B'];;['0'];['B'];['0'];
Robotics;Digital Libraries;Multimedia;['0'];['0'];['B'];;;;;;['B'];;['0']
Robotics;Discrete Mathematics;Artificial Intelligence;['B'];;;['B'];['B'];;['B'];;['B'];;
Robotics;Discrete Mathematics;Numerical Analysis;['0'];;;;;['A'];;['0'];['0'];['0'];
Robotics;Discrete Mathematics;Programming Languages;['A'];;;['0'];['0'];;['0'];;['B'];;
Robotics;Discrete Mathematics;Sound;['A'];;;['0'];['0'];;['0'];;['B'];;
Robotics;Discrete Mathematics;Systems and Control;['B'];;;;;['B'];;['0'];['B'];['0'];
Robotics;Distributed, Parallel, and Cluster Computing;Computation and Language;['B'];['A'];['B'];;;;;;['B'];;['0']
Robotics;Distributed, Parallel, and Cluster Computing;Computational Complexity;['B'];['A'];['B'];;;;;;['B'];;['0']
Robotics;Distributed, Parallel, and Cluster Computing;Formal Languages and Automata Theory;['A'];;;;;['B'];;['B'];['A'];['0'];
Robotics;Distributed, Parallel, and Cluster Computing;Machine Learning;['A'];;;;;['B'];;['B'];['A'];['B'];
Robotics;Distributed, Parallel, and Cluster Computing;Multimedia;['A'];;;['0'];['0'];;['0'];;['B'];;
Robotics;Distributed, Parallel, and Cluster Computing;Systems and Control;['B'];;;;;['B'];;['0'];['B'];['0'];
Robotics;Formal Languages and Automata Theory;Computer Vision and Pattern Recognition;['A'];;;['B'];['0'];;['0'];;['B'];;
Robotics;Formal Languages and Automata Theory;Information Theory;['0'];;;;;['A'];;['A'];['A'];['0'];
Robotics;Formal Languages and Automata Theory;Numerical Analysis;['0'];;;;;['A'];;['A'];['A'];['0'];
Robotics;Graphics;Computational Complexity;['A'];;;['0'];['0'];;['0'];;['A'];;
Robotics;Hardware Architecture;Computer Vision and Pattern Recognition;['A'];;;;;['B'];;['B'];['A'];['0'];
Robotics;Hardware Architecture;Digital Libraries;['A'];;;;;['A'];;['A'];['A'];['0'];
Robotics;Hardware Architecture;Mathematical Software;['A'];;;;;['A'];;['A'];['A'];['0'];
Robotics;Human-Computer Interaction;Artificial Intelligence;['B'];;;['A'];['B'];;['B'];;['A'];;
Robotics;Human-Computer Interaction;Computer Science and Game Theory;['0'];;;;;['A'];;['A'];['A'];['A'];
Robotics;Human-Computer Interaction;Machine Learning;['B'];['B'];['A'];;;;;;['A'];;['A']
Robotics;Human-Computer Interaction;Numerical Analysis;['B'];['A'];['A'];;;;;;['A'];;['A']
Robotics;Human-Computer Interaction;Software Engineering;['B'];;;['A'];['0'];;['0'];;['A'];;
Robotics;Human-Computer Interaction;Symbolic Computation;['0'];;;;;['A'];;['A'];['A'];['A'];
Robotics;Information Theory;Computer Science and Game Theory;['0'];;;;;['B'];;['B'];['0'];['0'];
Robotics;Information Theory;Graphics;['B'];;;;;['0'];;['0'];['B'];['0'];
Robotics;Information Theory;Information Retrieval;['0'];;;['A'];['0'];;['0'];;['0'];;
Robotics;Information Theory;Systems and Control;['B'];;;;;['B'];;['0'];['B'];['0'];
Robotics;Logic in Computer Science;Computational Complexity;['0'];;;;;['B'];;['0'];['A'];['0'];
Robotics;Logic in Computer Science;Information Retrieval;['A'];;;['0'];['0'];;['0'];;['0'];;
Robotics;Logic in Computer Science;Networking and Internet Architecture;['A'];;;['0'];['0'];;['0'];;['B'];;
Robotics;Logic in Computer Science;Numerical Analysis;['A'];;;['0'];['0'];;['0'];;['0'];;
Robotics;Logic in Computer Science;Symbolic Computation;['B'];;;['B'];['0'];;['0'];;['0'];;
Robotics;Machine Learning;Computer Science and Game Theory;['A'];;;['A'];['A'];;['B'];;['A'];;
Robotics;Machine Learning;Information Retrieval;['A'];['A'];['A'];;;;;;['A'];;['0']
Robotics;Machine Learning;Logic in Computer Science;['0'];;;;;['A'];;['A'];['B'];['A'];
Robotics;Machine Learning;Mathematical Software;['A'];['A'];['A'];;;;;;['A'];;['0']
Robotics;Mathematical Software;Computer Vision and Pattern Recognition;['B'];['B'];['B'];;;;;;['B'];;['0']
Robotics;Multiagent Systems;Formal Languages and Automata Theory;['A'];['A'];['B'];;;;;;['B'];;['0']
Robotics;Multiagent Systems;Graphics;['A'];['A'];['A'];;;;;;['A'];;['0']
Robotics;Multiagent Systems;Human-Computer Interaction;['A'];['A'];['B'];;;;;;['B'];;['0']
Robotics;Multiagent Systems;Multimedia;['A'];['A'];['B'];;;;;;['A'];;['0']
Robotics;Multiagent Systems;Networking and Internet Architecture;['A'];;;['A'];['0'];;['0'];;['A'];;
Robotics;Multimedia;Computational Complexity;['0'];;;;;['B'];;['A'];['A'];['0'];
Robotics;Multimedia;Graphics;['0'];;;;;['0'];;['A'];['A'];['0'];
Robotics;Multimedia;Logic in Computer Science;['B'];;;['0'];['0'];;['0'];;['A'];;
Robotics;Operating Systems;Computational Geometry;['B'];['A'];['A'];;;;;;['A'];;['0']
Robotics;Operating Systems;Cryptography and Security;['0'];;;['B'];['0'];;['0'];;['A'];;
Robotics;Operating Systems;Mathematical Software;['0'];;;['0'];['0'];;['0'];;['A'];;
Robotics;Operating Systems;Numerical Analysis;['B'];;;['0'];['0'];;['0'];;['A'];;
Robotics;Programming Languages;Computational Complexity;['B'];['B'];['B'];;;;;;['A'];;['0']
Robotics;Programming Languages;Computational Geometry;['B'];;;;;['B'];;['A'];['0'];['B'];
Robotics;Programming Languages;Computer Vision and Pattern Recognition;['B'];;;['B'];['0'];;['0'];;['B'];;
Robotics;Programming Languages;Distributed, Parallel, and Cluster Computing;['0'];['B'];['B'];;;;;;['A'];;['0']
Robotics;Programming Languages;Formal Languages and Automata Theory;['B'];;;;;['B'];;['A'];['B'];['0'];
Robotics;Programming Languages;Information Theory;['A'];;;['0'];['0'];;['0'];;['A'];;
Robotics;Programming Languages;Logic in Computer Science;['0'];;;;;['B'];;['A'];['B'];['0'];
Robotics;Programming Languages;Machine Learning;['B'];['B'];['B'];;;;;;['B'];;['0']
Robotics;Programming Languages;Multimedia;['0'];;;;;['0'];;['A'];['B'];['0'];
Robotics;Programming Languages;Networking and Internet Architecture;['0'];;;;;['0'];;['A'];['B'];['0'];
Robotics;Programming Languages;Numerical Analysis;['0'];;;;;['0'];;['A'];['0'];['B'];
Robotics;Programming Languages;Operating Systems;['B'];['B'];['B'];;;;;;['B'];;['0']
Robotics;Programming Languages;Symbolic Computation;['0'];;;;;['0'];;['A'];['0'];['0'];
Robotics;Software Engineering;Artificial Intelligence;['A'];;;;;['B'];;['B'];['B'];['B'];
Robotics;Software Engineering;Information Theory;['0'];['A'];['B'];;;;;;['A'];;['A']
Robotics;Software Engineering;Multimedia;['A'];;;;;['0'];;['A'];['B'];['0'];
Robotics;Software Engineering;Systems and Control;['B'];['B'];['B'];;;;;;['B'];;['A']
Robotics;Systems and Control;Mathematical Software;['A'];;;;;['0'];;['0'];['A'];['0'];
Software Engineering;Computation and Language;Computational Complexity;['0'];;;;;['A'];;['A'];['A'];['0'];
Software Engineering;Computation and Language;Computational Geometry;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Computation and Language;Information Retrieval;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Computation and Language;Logic in Computer Science;['B'];;;['B'];['0'];;['0'];;['0'];;
Software Engineering;Computation and Language;Systems and Control;['B'];['B'];['B'];;;;;;['B'];;['A']
Software Engineering;Computational Complexity;Numerical Analysis;['A'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Computational Geometry;Computer Science and Game Theory;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Computational Geometry;Cryptography and Security;['0'];;;;;['B'];;['B'];['B'];['0'];
Software Engineering;Computational Geometry;Information Theory;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Computational Geometry;Networking and Internet Architecture;['B'];;;['B'];['0'];;['0'];;['B'];;
Software Engineering;Computational Geometry;Symbolic Computation;['B'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Computer Science and Game Theory;Artificial Intelligence;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Computer Science and Game Theory;Numerical Analysis;['0'];;;;;['0'];;['A'];['0'];['0'];
Software Engineering;Computer Vision and Pattern Recognition;Computational Complexity;['0'];;;;;['0'];;['A'];['A'];['0'];
Software Engineering;Computer Vision and Pattern Recognition;Symbolic Computation;['B'];['B'];['0'];;;;;;['A'];;['0']
Software Engineering;Cryptography and Security;Artificial Intelligence;['0'];;;['A'];['0'];;['0'];;['A'];;
Software Engineering;Cryptography and Security;Graphics;['A'];['A'];['0'];;;;;;['A'];;['0']
Software Engineering;Cryptography and Security;Numerical Analysis;['0'];;;['A'];['0'];;['0'];;['A'];;
Software Engineering;Cryptography and Security;Systems and Control;['B'];['B'];['0'];;;;;;['B'];;['0']
Software Engineering;Databases;Computation and Language;['A'];;;;;['A'];;['B'];['A'];['0'];
Software Engineering;Databases;Computational Complexity;['A'];;;['A'];['0'];;['0'];;['A'];;
Software Engineering;Databases;Information Theory;['A'];;;['A'];['0'];;['0'];;['A'];;
Software Engineering;Databases;Programming Languages;['B'];;;['B'];['B'];;['B'];;['A'];;
Software Engineering;Databases;Systems and Control;['B'];;;['B'];['0'];;['0'];;['B'];;
Software Engineering;Digital Libraries;Artificial Intelligence;['B'];['B'];['B'];;;;;;['A'];;['0']
Software Engineering;Digital Libraries;Computational Geometry;['0'];;;['A'];['0'];;['0'];;['A'];;
Software Engineering;Digital Libraries;Cryptography and Security;['B'];;;['B'];['0'];;['0'];;['B'];;
Software Engineering;Digital Libraries;Distributed, Parallel, and Cluster Computing;['B'];['B'];['B'];;;;;;['B'];;['0']
Software Engineering;Digital Libraries;Information Retrieval;['A'];;;;;['0'];;['B'];['A'];['0'];
Software Engineering;Digital Libraries;Multiagent Systems;['0'];;;['A'];['0'];;['0'];;['B'];;
Software Engineering;Digital Libraries;Programming Languages;['B'];;;;;['B'];;['B'];['A'];['B'];
Software Engineering;Discrete Mathematics;Artificial Intelligence;['0'];;;;;['0'];;['0'];['0'];['0'];
Software Engineering;Discrete Mathematics;Computation and Language;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Discrete Mathematics;Cryptography and Security;['B'];['B'];['B'];;;;;;['B'];;['0']
Software Engineering;Discrete Mathematics;Information Retrieval;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Discrete Mathematics;Multimedia;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Discrete Mathematics;Networking and Internet Architecture;['B'];['B'];['B'];;;;;;['B'];;['0']
Software Engineering;Discrete Mathematics;Numerical Analysis;['0'];['B'];['0'];;;;;;['0'];;['0']
Software Engineering;Distributed, Parallel, and Cluster Computing;Artificial Intelligence;['A'];;;['A'];['0'];;['0'];;['A'];;
Software Engineering;Distributed, Parallel, and Cluster Computing;Cryptography and Security;['A'];['A'];['0'];;;;;;['A'];;['0']
Software Engineering;Distributed, Parallel, and Cluster Computing;Mathematical Software;['A'];;;['A'];['0'];;['0'];;['A'];;
Software Engineering;Distributed, Parallel, and Cluster Computing;Robotics;['A'];['A'];['0'];;;;;;['B'];;['0']
Software Engineering;Formal Languages and Automata Theory;Cryptography and Security;['B'];['A'];['0'];;;;;;['B'];;['0']
Software Engineering;Formal Languages and Automata Theory;Mathematical Software;['A'];['A'];['0'];;;;;;['A'];;['B']
Software Engineering;Formal Languages and Automata Theory;Symbolic Computation;['A'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Graphics;Artificial Intelligence;['0'];;;['0'];['0'];;['0'];;['A'];;
Software Engineering;Graphics;Mathematical Software;['B'];;;;;['0'];;['0'];['0'];['B'];
Software Engineering;Graphics;Numerical Analysis;['0'];;;['0'];['0'];;['0'];;['A'];;
Software Engineering;Hardware Architecture;Computation and Language;['A'];['B'];['0'];;;;;;['A'];;['0']
Software Engineering;Hardware Architecture;Computational Complexity;['A'];['B'];['0'];;;;;;['A'];;['0']
Software Engineering;Hardware Architecture;Information Retrieval;['A'];;;['A'];['0'];;['0'];;['A'];;
Software Engineering;Hardware Architecture;Information Theory;['A'];;;;;['0'];;['0'];['0'];['0'];
Software Engineering;Hardware Architecture;Operating Systems;['B'];['B'];['0'];;;;;;['B'];;['0']
Software Engineering;Hardware Architecture;Robotics;['A'];;;;;['0'];;['0'];['0'];['0'];
Software Engineering;Human-Computer Interaction;Formal Languages and Automata Theory;['A'];;;['A'];['0'];;['0'];;['0'];;
Software Engineering;Human-Computer Interaction;Multimedia;['A'];;;;;['0'];;['B'];['0'];['0'];
Software Engineering;Human-Computer Interaction;Numerical Analysis;['A'];['B'];['A'];;;;;;['A'];;['0']
Software Engineering;Information Retrieval;Artificial Intelligence;['B'];['B'];['A'];;;;;;['0'];;['0']
Software Engineering;Information Retrieval;Numerical Analysis;['0'];;;['0'];['0'];;['0'];;['A'];;
Software Engineering;Information Theory;Artificial Intelligence;['B'];['A'];['A'];;;;;;['0'];;['0']
Software Engineering;Information Theory;Cryptography and Security;['A'];;;['0'];['0'];;['0'];;['B'];;
Software Engineering;Information Theory;Networking and Internet Architecture;['B'];['A'];['A'];;;;;;['B'];;['A']
Software Engineering;Logic in Computer Science;Networking and Internet Architecture;['B'];;;;;['0'];;['A'];['0'];['0'];
Software Engineering;Machine Learning;Cryptography and Security;['B'];['B'];['0'];;;;;;['B'];;['A']
Software Engineering;Machine Learning;Information Retrieval;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Mathematical Software;Networking and Internet Architecture;['B'];;;['B'];['0'];;['0'];;['B'];;
Software Engineering;Mathematical Software;Numerical Analysis;['0'];;;['0'];['0'];;['0'];;['0'];;
Software Engineering;Multiagent Systems;Artificial Intelligence;['0'];;;;;['B'];;['A'];['A'];['0'];
Software Engineering;Multiagent Systems;Computation and Language;['0'];;;['A'];['0'];;['0'];;['A'];;
Software Engineering;Multiagent Systems;Discrete Mathematics;['0'];;;['A'];['0'];;['0'];;['A'];;
